,Author,Quotes,Likes,Tags
26,"Harper Lee,","“Atticus, he was real nice.""",2774,['inspirational']
27,"Jane Austen,","“The Very first moment I beheld him, my heart was irrevocably gone.”",2772,['romance']
28,Simone de Beauvoir,"“I am too intelligent, too demanding, and too resourceful for anyone to be able to take charge of me entirely. No one knows me or loves me completely. I have only myself”",2768,['feminism']
29,Sigmund Freud,“Being entirely honest with oneself is a good exercise.”,2768,
0,Pablo Neruda,“But I love your feet,2767,
1,"Jonathan Safran Foer,","“He awoke each morning with the desire to do right, to be a good and meaningful person, to be, as simple as it sounded and as impossible as it actually was, happy. And during the course of each day his heart would descend from his chest into his stomach. By early afternoon he was overcome by the feeling that nothing was right, or nothing was right for him, and by the desire to be alone. By evening he was fulfilled: alone in the magnitude of his grief, alone in his aimless guilt, alone even in his loneliness.",2765,['sadness']
2,"أحلام مستغانمي,",“أي علم هذا الذي لم يستطع حتى الآن أن يضع أصوات من نحب في أقراص ، أو زجاجة دواء نتناولها سرًّا ، عندما نصاب بوعكة عاطفية بدون أن يدري صاحبها كم نحن نحتاجه”,2765,
3,"Albert Camus,","“I may not have been sure about what really did interest me, but I was absolutely sure about what didn't.”",2764,
4,Woody Allen,"“In my next life I want to live my life backwards. You start out dead and get that out of the way. Then you wake up in an old people's home feeling better every day. You get kicked out for being too healthy, go collect your pension, and then when you start work, you get a gold watch and a party on your first day. You work for 40 years until you're young enough to enjoy your retirement. You party, drink alcohol, and are generally promiscuous, then you are ready for high school. You then go to primary school, you become a kid, you play. You have no responsibilities, you become a baby until you are born. And then you spend your last 9 months floating in luxurious spa-like conditions with central heating and room service on tap, larger quarters every day and then Voila! You finish off as an orgasm!”",2764,
5,Paulo Coelho,"“If I am really a part of your dream, you'll come back one day.”",2763,
6,"Alexander Pope,","“To err is human, to forgive, divine.”",2761,"['failure,', 'forgiveness,', 'humanity,', 'mistakes']"
7,"Sylvia Plath,","“Can you understand? Someone, somewhere, can you understand me a little, love me a little? For all my despair, for all my ideals, for all that - I love life. But it is hard, and I have so much - so very much to learn.”",2760,
8,"Kate Chopin,",“The voice of the sea speaks to the soul.”,2760,
9,"Roy T. Bennett,",“Let the improvement of yourself keep you so busy that you have no time to criticize others.”,2759,"['improvement,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leadership,', 'learning,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success']"
10,"Cassandra Clare,","“Patience, grasshopper,"" said Maia. ""Good things come to those who wait.""",2757,"['maia,', 'patience,', 'simon,', 'wit']"
11,"Mitch Albom,","“So many people walk around with a meaningless life. They seem half-asleep, even when they're busy doing things they think are important. This is because they're chasing the wrong things. The way you get meaning into your life is to devote yourself to loving others, devote yourself to your community around you, and devote yourself to creating something that gives you purpose and meaning.”",2757,['inspirational']
12,Kurt Cobain,"“I'd rather be hated for who I am, than loved for who I am not.”",2755,['inspirational']
13,"Neil LaBute,",“The future is now. It's time to grow up and be strong. Tomorrow may well be too late.”,2754,
14,"Elizabeth Gilbert,","“To be fully seen by somebody, then, and be loved anyhow - this is a human offering that can border on miraculous.”",2753,"['acceptance,', 'being-loved,', 'love,', 'marriage,', 'relationships,', 'truth']"
15,"J.K. Rowling,",“The last enemy that shall be destroyed is death.”,2751,"['bible,', 'death,', 'enemy']"
16,F. Scott Fitzgerald,“Whenever you feel like criticizing any one...just remember that all the people in this world haven't had the advantages that you've had.”,2751,"['empathy,', 'thankful,', 'understanding,', 'understanding-others']"
17,"George R.R. Martin,","“The man who passes the sentence should swing the sword. If you would take a man's life, you owe it to him to look into his eyes and hear his final words. And if you cannot bear to do that, then perhaps the man does not deserve to die.”",2750,"['honor,', 'justice,', 'personal-responsibility,', 'responsibility']"
18,Rumi,"“In your light I learn how to love. In your beauty, how to make poems. You dance inside my chest where no-one sees you, but sometimes I do, and that sight becomes this art.”",2749,['love']
19,"Douglas Adams,",“The major problem—,2749,"['elections,', 'hg2g,', 'politics,', 'rulers']"
20,Ralph Waldo Emerson,“All I have seen teaches me to trust the Creator for all I have not seen.”,2746,"['belief,', 'experience,', 'faith,', 'judging-from-experience,', 'religion,', 'unseen']"
21,George S. Patton,"“If everybody is thinking alike, then somebody isn't thinking.”",2744,
22,Voltaire,"“Those who can make you believe absurdities, can make you commit atrocities.”",2740,"['absurdities,', 'atheism,', 'atrocities,', 'barbarity,', 'injustice,', 'religion,', 'skepticism']"
23,"Anne Rice,",“Evil is always possible. And goodness is eternally difficult.”,2739,['good-evil']
24,Alex Haley,"“Either you deal with what is the reality, or you can be sure that the reality is going to deal with you.”",2738,
25,Marilyn Monroe,"“I don't know who invented high heels, but all women owe him a lot!”",2738,['fashion']
26,"Tahereh Mafi,","“Words, I think, are such unpredictable creatures.",2737,"['adam,', 'ignite-me']"
27,"J.M. Barrie,",“Second star to the right and straight on 'til morning. ”,2737,['childhood-memory']
28,"Rick Riordan,","“The world was collapsing, and the only thing that really mattered to me was that she was alive.”",2736,"['infatuation,', 'love,', 'obsession']"
29,"E.L. James,","“Sometimes I wonder if there's something wrong with me. Perhaps I've spent too long in the company of my literary romantic heroes, and consequently my ideals and expectations are far too high.”",2735,['romance']
0,"Nicholas Sparks,","“I love you, not just for now, but for always, and I dream of the day that you’ll take me in your arms again.”",2735,
1,"Sarah Dessen,","“What is family? They were the people who claimed you. In good, in bad, in parts or in whole, they were the ones who showed up, who stayed in there, regardless. It wasn't just about blood relations or shared chromosomes, but something wider, bigger. We had many families over time. Our family of origin, the family we created, and the groups you moved through while all of this was happening: friends, lovers, sometimes even strangers. None of them perfect, and we couldn't expect them to be. You can't make any one person your world. The trick was to take what each could give you and build your world from it.”",2735,['ruby']
2,"Fyodor Dostoevsky,",“Man only likes to count his troubles; he doesn't calculate his happiness.”,2735,"['happiness,', 'man,', 'trouble']"
3,"Cassandra Clare,","“Alec looked at her and shook his head. ""How do you manage never to get mud on your clothes?""",2734,"['alec-lightwood,', 'city-of-ashes,', 'clean,', 'dirt,', 'humor,', 'isabelle-lightwood,', 'sarcasm']"
4,"Jasper Fforde,","“If the real world were a book, it would never find a publisher. Overlong, detailed to the point of distraction-and ultimately, without a major resolution.”",2733,"['life,', 'world']"
5,Noam Chomsky,"“We shouldn't be looking for heroes, we should be looking for good ideas.”",2732,
6,"Carol Shields,",“Open a book this minute and start reading. Don’t move until you’ve reached page fifty. Until you’ve buried your thoughts in print. Cover yourself with words. Wash yourself away. Dissolve.”,2729,
7,"Nicole Krauss,",“When will you learn that there isn't a word for everything?”,2729,['power-of-words']
8,Stephen King,"“If you liked being a teenager, there's something really wrong with you.”",2729,
9,"Cassandra Clare,","“You're the first Shadowhunter I've ever met.""",2728,"['city-of-fallen-angels,', 'jace-lightwood,', 'jordan-kyle']"
10,Aristotle,“Educating the mind without educating the heart is no education at all.”,2728,"['education,', 'ethics']"
